gap,addr,rxtx,subaddr,count,data
93149.4,7,FALSE,1,10,934aaced5f711ffd2eae03d0cb3d019abe58e833
11.7,7,FALSE,2,5,b64f1ce283c9752fa19d
11.7,7,FALSE,6,25,5b36e75527a8c68d3e3af4f8c3f56e701f5058087d801aa4b11a31c45a9db976d53fa2cf8e97c528ed6e0b806cdb47df71f3
11.7,7,FALSE,30,2,dd57fe05
11.7,7,TRUE,3,32,53bacdaaacaf5a5c79e365509deedb1d8cd02417d62c2f0df53e86023d1c90d2e3199b972b36a0017db8168433e8a90ee9152ec4968f77d3a6d7c44c77b4d989
11.7,7,TRUE,20,31,d3fba2f0208754d5e284d060915f6b6b02215f6d824ed1b35d5b3ebe1e61f5c98d6106a8b78a8082add4b798276c1d30d8c1f26b5ff65f38e40d84aa9360
11.7,7,TRUE,30,2,e01ea1ca
11.7,4,FALSE,16,9,486c3cf0534aeed8076585e3c3e6e6366ae4
11.7,4,FALSE,30,2,67428d43
11.7,4,TRUE,19,16,c2eddf5b749de94e6488b784c6925e26f85081d83e530527985399044464aef4
11.7,4,TRUE,20,31,7fadcbd98abf6250d9f6528a8c66eae9912d05153f013d3b571a82c0b7675e1698508884e762f17016b6b4fd6c2a86aeb009ebcc5a4a53586b3eb679b576
11.7,4,TRUE,26,31,be4cb905d5489001d3b8d1ad09b625de4096f2711d7ad348be92d3ab2a93aa9c10c8532aec347d2df4d2fb0382245e207ae252ab261d507b21601d5f9b59
11.7,4,TRUE,30,2,ee0b071a
11.7,1,FALSE,1,10,50e9ed69a68b81d5048090fcb55c90b7e2d60254
26.4,1,FALSE,1,10,f7b09dfd2e9af349e2d96bb8c98d0c220ac3a9c4
11.7,1,FALSE,2,5,dacaf187815c31fda2eb
26.4,1,FALSE,2,5,849f76a98282140309db
11.6,1,FALSE,6,16,feef0007790836f0d6d7b138914a0d404400d44dd1f0f605e143e728a74d8cdd
26.4,1,FALSE,6,16,246ede8efea5f92a253b70eb1a0f299593cafb4b8f564c4961652515904ed349
11.7,1,FALSE,30,2,6e959528
26.4,1,FALSE,30,2,8044927f
11.7,1,TRUE,2,5,8903cb5b655635a6c983
26.4,1,TRUE,2,5,35d82804cc61d0d6bb18
11.6,1,TRUE,3,9,ff220bdff8e4578907573e77aa8f98ef553e
26.4,1,TRUE,3,9,e0fd9ad530585e489909b4188771db22a6b1
11.7,1,TRUE,20,5,461376419fe3d58c681d
26.4,1,TRUE,20,5,5b5e33c491c93e2930d5
11.6,1,TRUE,30,2,e93022d7
26.4,1,TRUE,30,2,66438cbc
93129.3,7,FALSE,1,10,14fccd53303b6c3c39fb27ea8a8dd504170af997
11.7,7,FALSE,2,5,5b44b994ed2b57cbc76a
11.7,7,FALSE,6,25,34b320ae324c79932fda1ed83dcd413198a4b3ee69c07293b1d90b58ed944096e055e025a26047c53939de2b4ba6a9799bd4
11.7,7,FALSE,30,2,c8447fe7
11.7,7,TRUE,3,32,8250c5b892a8ef2414f6108486bb18033b185747c0d7c7c6b2008dcca0f0d941de2ceaea140bb50e4e45bdf38d0cd6111baa6ea6a60635ca4af25c8fcacf310a
11.7,7,TRUE,20,31,5a5f7e575d9d9b85dedad5176190a3ad362273acd8b667808623977a89fe3da2ffb85d971fa5c5eb7a848d3abec7b425318b5106eab1dc712221f7815e91
11.7,7,TRUE,30,2,a84ee7de
11.7,4,FALSE,16,9,3d19d9f40d6e779d719dc6edc0232e7e5372
11.7,4,FALSE,30,2,f2c4d637
11.6,4,TRUE,19,16,b76fd8a2f3421ec9793d9bc3122783853db45694f7d190a0819166565cec75d8
11.6,4,TRUE,20,31,acd7cf6a5a0cb170e01fc38367af3a702c14986928bfd32a6f8aba8e3d975b4c3af8e3d3acb62759d8c37e62bd6d0c81bf1e6765f6ebaa6df781d80f4581
11.6,4,TRUE,26,31,4edb0cd855e3ae3864052a74399764861ffec71f826818edfad93a9a0fc1632ee6a6da79478b9bd9ad9d712daedb4f7f50232f5e0b2904d5cd8bae45b772
11.7,4,TRUE,30,2,5b117c1c
11.7,1,FALSE,1,10,8b19078c39835141e5019e3e0a81e46a2f77764f
26.4,1,FALSE,1,10,ec6155c279bdc46fc38a4f5ed6e0ad7a9998cea3
11.7,1,FALSE,2,5,7e91a9a636aedf2ffec0
26.3,1,FALSE,2,5,6de59520d6de230cdf60
11.6,1,FALSE,6,16,d55b8b86b55dc9c532003916341639ea10aee151b3830fcf84eb73b1025c4f5b
26.4,1,FALSE,6,16,c354c9a27a7d1267c415d14fb5e44fb670fd081416c5dd0aa2eceb409ef48994
11.7,1,FALSE,30,2,1e315bd3
26.4,1,FALSE,30,2,6ef28283
11.7,1,TRUE,2,5,6926b306aa5c17b31395
26.4,1,TRUE,2,5,cb6523df99d718b0fa37
11.6,1,TRUE,3,9,f5ab961e55b0b2aaa54416a0d047dabd7158
26.4,1,TRUE,3,9,de94c0fd6860740ed891cd45ba17b588fb18
11.6,1,TRUE,20,5,5bc4d2ed9344545430da
26.4,1,TRUE,20,5,9b8259c8c2382857a83a
11.6,1,TRUE,30,2,4959d1de
26.4,1,TRUE,30,2,83bda5e6
93203.4,7,FALSE,1,10,3fd93dfb32cfa673b284729a8b0ec583f784401f
11.6,7,FALSE,2,5,52a24d16e859cb232400
11.6,7,FALSE,6,25,fd335b88870239deef14020bb37ca569a3b23ab53d79ccc78278cd04a5ab025ebb212b6ccd2b2405f06aa9e4e0f6e58d70b1
11.7,7,FALSE,30,2,c2f64daf
11.7,7,TRUE,3,32,7594a351fd4768c0ce720abc86c550f854d57a36e90b1753905638a7c7cf1ec30c31f6ce2aa94fb1feec750a915cc06e26df9b989cf0b45e3f8e311629baf681
11.6,7,TRUE,20,31,d6713a1ae1d5fbec705847907f5966ec5b77f661c39daa4fc8d2bd812c7b61725395785a1e86cd01ffa63fd32078c32ddbce7159d681ab1072a774b2b73a
11.7,7,TRUE,30,2,928c0970
11.7,4,FALSE,16,9,4d7850b5f0d1aa840a5cc95790d96f4d124a
11.6,4,FALSE,30,2,afe436ac
11.6,4,TRUE,19,16,ac8853bdca1100276b1cd490105a07681f7a64d444163ae6bdb493cd7d24e34a
11.6,4,TRUE,20,31,3c83fac6d603cad79406231457a2e1e3c877afb8995489bf2171b08c29ac83303616957fe97ca6fa79962e76bceb3d3dab827fe8b0d36f537b3a34a5069c
11.8,4,TRUE,26,31,005be0e2a5f5075aca77fb7a83f878f8e6d5c2adb219f5cc3a0d517bbe2259e30e1b5cb1489aeffbee3719a95ffc18a628a7fff23e09c4fdb521ebe47c2b
11.7,4,TRUE,30,2,628b857f
11.7,1,FALSE,1,10,506a2b67928297602acf439deea01305e1509e55
26.4,1,FALSE,1,10,a5a958eef28315974e267c0f8e358919fcf3ad38
11.6,1,FALSE,2,5,7873ccef8c39ed609d61
26.4,1,FALSE,2,5,0656185a457368f7aa3e
11.6,1,FALSE,6,16,cfc3037beb164a195348fc7f2a8d965cf1443b23e9e29483e1f9983a0f54fba4
26.4,1,FALSE,6,16,47d6d1b0c3fb1d84cc5009489d12ca321552ed53eabe8148420ce745537a1d75
11.6,1,FALSE,30,2,6bb55d7f
26.4,1,FALSE,30,2,21fc1571
11.6,1,TRUE,2,5,7f6bbe87e46276659777
26.4,1,TRUE,2,5,5e6849473c8a1740175d
11.6,1,TRUE,3,9,fbcc9b28b7de961903dcc120c2a9a72ba38c
26.4,1,TRUE,3,9,c9f870612d1a9fe8e214849b8eeef1416ca1
11.6,1,TRUE,20,5,53adbd2b01c8ab1e01b9
26.4,1,TRUE,20,5,e90764ef424b452220e1
11.6,1,TRUE,30,2,b9da3562
26.4,1,TRUE,30,2,c85fc74b
93113.7,7,FALSE,1,10,20610e31273c53c4cb788768b9f8cc001c841655
11.7,7,FALSE,2,5,bcdd83b0916da8baebd3
11.7,7,FALSE,6,25,1241b752301e4ccb6f3e06067dedafcb13157030cfda088e9a687ce09846b729a52dbcd2e58b1ddb115254ca9ea052fe4a65
11.7,7,FALSE,30,2,5693a2cc
11.7,7,TRUE,3,32,4229651f45bfe52379026537cb890e8282903fda9517b7044fedc271f94cbfc1fc90a556fdc8f580a9d6860d91bd33a21baa74e02b889da6f83ae4be4c3a02b8
11.7,7,TRUE,20,31,ed27d2c971958f732641899ecc0cd4028d0cf096046a7c8243441f08410eaf7de4045d6f76a5b775872cf26fa95ab89dcdb7b0dd2a99cb88a54d38c451ba
11.7,7,TRUE,30,2,f57e2cff
11.7,4,FALSE,16,9,27d87ac4791dde398d11a7d38a5bb7be7eb5
11.7,4,FALSE,30,2,22c3f462
11.6,4,TRUE,19,16,b557a90eb934007e00e6b69a5c5da4d87ca77d3907dfdfbf37c49bbaa24f0924
11.6,4,TRUE,20,31,7d7c3f201793df86bdc337320a09560f18b5e2953bf04b485f3da381264db2d0904e599accec012547d4db9c6fac18b48b32dfb5154b66efabe921798204
11.7,4,TRUE,26,31,4fd0d0b71d7ee5a3dbe453778c62547697b0062f63724e1a7cb395cec43b900f24d0f8cec51e445cdc8296d63a859070f7897383b744d3c9555c6c8255fa
11.6,4,TRUE,30,2,63a3a06f
11.6,1,FALSE,1,10,4b9e879356bd048b18bf3f756ee01d5a7dcdba6c
26.4,1,FALSE,1,10,39f21fe9c7df6bb0af8823da887fc0e083015eda
11.7,1,FALSE,2,5,9fa99323fa780f451987
26.4,1,FALSE,2,5,50ab297178e97b0fd71d
11.6,1,FALSE,6,16,3358da32b3bce15cc7b0d10929de9ea32e4c626b7e28c2ce26272c9f21f4a94f
26.4,1,FALSE,6,16,79c89baff4932e9f5e7082e5c7f59a2987f9fc8815f1a886bf85339248bca4b4
11.6,1,FALSE,30,2,36360f23
26.4,1,FALSE,30,2,3e0f4268
11.7,1,TRUE,2,5,55be1c67bf76ba02a9ab
26.4,1,TRUE,2,5,4388ed4c83e7b801071f
11.6,1,TRUE,3,9,4c7069159dbe4e003c2b0efb9628cff97220
26.4,1,TRUE,3,9,8aed200fa73529186740d88e06a14bd89c49
11.6,1,TRUE,20,5,f8283ff1a06e4365e54d
26.4,1,TRUE,20,5,e7fb8cb1280ef97f7810
11.7,1,TRUE,30,2,0440335d
26.4,1,TRUE,30,2,5ed3cb34
93112.9,7,FALSE,1,10,3027aad36ecfa70f4600bc5be2927ff58353e962
11.7,7,FALSE,2,5,f7389e92443d92ba037b
11.7,7,FALSE,6,25,09f3a3dfaab3af44c8ce4e1f519eb410dd6502e72e1e64fc5b6943dfb46ea79a8345644d6bb82c9b2480bbd920504033de28
11.8,7,FALSE,30,2,b148f48b
11.8,7,TRUE,3,32,db8aaa16b44a7593afeaa50d318f8ab01178df7bb243328abc9b8f1169b74ce528f531921f2d90eec8d294d7b5967992596289bd653b4f112d0cbbff85c28574
11.8,7,TRUE,20,31,4e14d52af36b1e06cee01d9e8bd44a5af173326f2f7dfa7ba14d955fdcb5b2f4a986f19ed582f61c8ad12a59d3eec6c866341be5ea9e3baa937f52fda7fe
11.7,7,TRUE,30,2,0df0602e
11.7,4,FALSE,16,9,c0a55c045c6829e1b637fda1699893b05aa4
11.7,4,FALSE,30,2,aad5c815
11.7,4,TRUE,19,16,3db5b23f0d6cb3d4ed3d9c46be4fda899cf3534429057ec90aaea1bc47746697
11.6,4,TRUE,20,31,3d18b54a5be52f1d143d73407d3c3fa7a27e6246f5990cd0f8b1b0bf97c464875c41a3d81ad880492dc97d8bc7e7b7669cbdec385575618d54323c7c14d3
11.7,4,TRUE,26,31,a946774b9dc7815ab10a5f87831dd5b998518d13120151d517b15e295e3d28718d7ff80e3d0d20611e2c54b66605075020d600f5636f1b8b872259aa0aa3
11.7,4,TRUE,30,2,cbbc5411
11.7,1,FALSE,1,10,3fd75bd835ae65bfc4aa817e81e4adc2f734e1d3
26.4,1,FALSE,1,10,d0f0df9a7b1b7f855c906b45f6f45e97d2430013
11.6,1,FALSE,2,5,f0734cf8c888570ff065
26.4,1,FALSE,2,5,5cbfa9da30e29e54f560
11.6,1,FALSE,6,16,04db77677833c647bd8263c78f2e29e963330c959499bfa1d8db663a8d59aaa6
26.4,1,FALSE,6,16,a9e07d815732c4aea72c005eced7c0ac6c5b43b42f754191425d3aa8bf75eec5
11.6,1,FALSE,30,2,f913f1de
26.4,1,FALSE,30,2,03e3a7db
11.7,1,TRUE,2,5,1d627215b82a2e228046
26.4,1,TRUE,2,5,c2391681cb326711dde3
11.7,1,TRUE,3,9,65a0e2c1cbb17eaf6f9fc15b5171ed62c6a6
26.4,1,TRUE,3,9,1282efb9b9ca5462b601254ca66388aee1c2
11.6,1,TRUE,20,5,a15fd1f35d9959861a99
26.4,1,TRUE,20,5,e1a694e70a5902c52a6e
11.6,1,TRUE,30,2,50a1c93f
26.4,1,TRUE,30,2,4bd18582
93193.4,7,FALSE,1,10,b68fdc668fd523f62508cac013ce14b7d3d948dd
11.7,7,FALSE,2,5,0f56f26adbeedf24ad80
11.7,7,FALSE,6,25,d66ef7424196c58ba714dbb0248d27d6a4465caf57742e27e9037f701e0c18d56784dca111995239c91cfde476dc1cb75d7e
11.7,7,FALSE,30,2,00f9958b
11.7,7,TRUE,3,32,f95cbb9c8abd0310f0fde30ea68437a10e8ee4971f02e3bb5da39ca296713ba6eda74f7c63bb635c0130c56c788e87792d51910e7f3e408a5d0fd63858ea33a7
11.7,7,TRUE,20,31,c95c61e389e26988211df86f340855a778bb96072dbf1bfc9d3eb8dd3672950202fe941a15d88eb24456c8d856f6f2c96a0e964934e345b0e71cfba30966
11.7,7,TRUE,30,2,c41d3c08
11.7,4,FALSE,16,9,ad88cb410ccd85ae06a729576a313530d91f
11.7,4,FALSE,30,2,fe54418a
11.7,4,TRUE,19,16,8688f372b6c78810eda919bc5ee273f918cdf254cbfced39beecc8f61977705a
11.7,4,TRUE,20,31,a25672bcef061a096e2f18377933c8563dccbaf9e835975a1fe90bc876525bcbe7383337a04925e16669459ac551975f9ad19d4fc3f6384d7f08647e48af
11.7,4,TRUE,26,31,78a5193f2f35ab56a72b5741b712ed9e622b627a438c0cb1cfc24735e70259e5c269a78c479c3f5707804f4b9265036cd84ff999f364e9a541031aee4e09
11.7,4,TRUE,30,2,ba426bf2
11.7,1,FALSE,1,10,716eebe7c15414ec9742b53253e132dd6e48d4b6
26.4,1,FALSE,1,10,b429dedaac3a1b31d9dd320734980a6979e69c48
11.7,1,FALSE,2,5,8e58e23cfd8f09a5273f
26.4,1,FALSE,2,5,461eff64ff690419aa89
11.6,1,FALSE,6,16,1b882e625c662925dbcc3892f63efa82479a71901753f5cc1a35fc38586f524d
26.4,1,FALSE,6,16,afe3b8fb96a24f3141ac67020c8e2f6c2978b1a6fcb7cf9caf5ffe7f610faf1f
11.6,1,FALSE,30,2,0dc6e8a6
26.4,1,FALSE,30,2,f1e973d9
11.6,1,TRUE,2,5,7dd6390e1680efefb490
26.4,1,TRUE,2,5,6bb147e5f7abe98caaf7
11.6,1,TRUE,3,9,b979ce8eedc6a35f38c7599f8d74ffe84e33
26.4,1,TRUE,3,9,6296dbd0f2c2c4103d8babe91d35d52981b8
11.7,1,TRUE,20,5,c642e7b58cfecf4e0983
26.4,1,TRUE,20,5,83de2b3f2e650f1cbcf7
11.6,1,TRUE,30,2,eee26b1f
26.4,1,TRUE,30,2,31d15e64
93147.9,7,FALSE,1,10,7e2b742e3edf6ea957c791ba19f18fe3763aaa83
11.7,7,FALSE,2,5,fcca9f070d10d9443064
11.7,7,FALSE,6,25,645fd99611e4b18cfd5cc394457b77cf2eda3ba016d0299dfc37b3ec47ab6192559b94ddf4a2ed9b93f55d1e08535c7de2a8
11.8,7,FALSE,30,2,e1572d3b
11.8,7,TRUE,3,32,6c7dd2d225e7a66a09ae8038b7dbb2e1474c9c8a425e9c636e25d6a52770d4a2c21dbd4c2911f2c77d87451a6cc72856e4c09796c966e4984bd413a302433556
11.7,7,TRUE,20,31,109029a1989f5a83a7a46ef193e2a1ce86dfd94fa04cce95cc62dfbcb0d9226a2bcbc47d9dc3d038ce0bce261a5e4e85e15ab2df3b4014a63919f94e76ef
11.8,7,TRUE,30,2,4fabe081
11.8,4,FALSE,16,9,5cc5b9a18f2a88b5b86fe33ed120b9bf64f1
11.7,4,FALSE,30,2,b913b305
11.7,4,TRUE,19,16,e103a4c937cde0ecd1b13ed061ff93cac5b5d675b425f5a7d5ff2a872d97b64c
11.7,4,TRUE,20,31,7fe8d676b5cc92b3bed750bb9ec67231a64f913b1051fdc2c017a39fc287bb3024ea9699cdf5d6d5384da5618592b9a558774cbec50486aa89e48d40fd98
11.7,4,TRUE,26,31,c3075c980718e482bd0a2ea91a9640ff255a3ebb9c2454e8b4b474751088897bfd0bd594f7d7417a14aa9346e1ddb7b9d5e890cebf5b58c3c3b7f177c322
11.7,4,TRUE,30,2,f6608111
11.7,1,FALSE,1,10,3421dc8d2314e08885a7a98ed3ad100c086aa1c8
26.4,1,FALSE,1,10,ba586ac9eb68d285b1c15a62809bea8a55d15938
11.6,1,FALSE,2,5,9c78f1f5ecc90c747258
26.4,1,FALSE,2,5,a60d36d5da6eab305d74
11.6,1,FALSE,6,16,286d2bc3012a6edd8d0dc07573cd91e81b0a557424705936ad1dc58067b3e3b3
26.4,1,FALSE,6,16,d8ce4851bbbde95ef9076842cc15184c6691cee96133245d8a35731f385a58da
11.7,1,FALSE,30,2,75fa1596
26.4,1,FALSE,30,2,30497da8
11.7,1,TRUE,2,5,aba5a0c4da2cfaebbfb3
26.4,1,TRUE,2,5,9111583a1e9bd190455b
11.6,1,TRUE,3,9,47493e653eede9d44ea3c7adb99914983242
26.4,1,TRUE,3,9,673d4ffecfbb7534092a53b43a4c91148b6e
11.7,1,TRUE,20,5,28c22370b54ebc33353f
26.4,1,TRUE,20,5,89d730317b34bcbe9421
11.7,1,TRUE,30,2,c3d8eb04
26.4,1,TRUE,30,2,3f7c0851
93122.7,7,FALSE,1,10,dbf0e4c75b2d011d6fe8c6030ed1a49bd174c24b
11.7,7,FALSE,2,5,0a8d7009fdf4f4ad74e5
11.7,7,FALSE,6,25,4d8a83a4f0df359c1b44ec1851014c3d05b4ce9e5a44f0d2106a750bfb24f5f90ab302454eae8b8729b722685885790978f1
11.7,7,FALSE,30,2,e9871671
11.7,7,TRUE,3,32,053e5a0bdc6a6cb79048ea0355a28d7b10a99233c52487c2b7ad61a16020fab3dfe219c9816c445a79ebfcf1d116f409134eceb5bbbf3c6d94b5e10a81612e75
11.7,7,TRUE,20,31,21ddaba673a7beec4a25d010006d8d2d7e0822d452a8d25c9f613b35bf7f85c07450563d756ee708adc6856df26a74c0a40ca819684577217fc75eebe1d9
11.7,7,TRUE,30,2,d9876a1b
11.7,4,FALSE,16,9,da368f5b57bcd1c226c214606755e8b6e319
11.6,4,FALSE,30,2,1ad4d538
11.7,4,TRUE,19,16,c684177077a6a9891245f1d756a071e90506fe0871e0894e81fbf8cdf502d1a3
11.7,4,TRUE,20,31,288a6b1e765c975d0abc18a5924c5fa2b60b8fd4f1a74fd61953887fe86f3e05a4c765ce293541e4bc7749f29fee9726ff87a306d52579a9d6fbb4f4ecfe
11.7,4,TRUE,26,31,d89a19c375decf1bd7fd13dabd6c664c7f156ce7cd1b5ca66ed699658463031a226e7a540e769138a44c2410f57e81279b1ba001f59abda9aeae19666219
11.7,4,TRUE,30,2,d195f8e0
11.7,1,FALSE,1,10,d8f0ec869e1f0374678ee67d14482e6db7ff0e33
26.4,1,FALSE,1,10,abd6877b6560d2237f66600b19d90ff33b0000b4
11.6,1,FALSE,2,5,bb1bcf413fbf732d02af
26.4,1,FALSE,2,5,d6cd44fcd27341895901
11.6,1,FALSE,6,16,c5a55e7ddfb14eea41bb33173019c9c86ac09eb21c30c1465a210cf10345d1ba
26.4,1,FALSE,6,16,0d92d7c6a9d052dcc19b82e9e165c08329914eeb9459f17fdd203a2b2c2f2cec
11.6,1,FALSE,30,2,3f298e31
26.3,1,FALSE,30,2,327102b0
11.7,1,TRUE,2,5,89c422595d0093876fad
26.4,1,TRUE,2,5,19ec60e7d80dc16a7899
11.6,1,TRUE,3,9,2ba4d83d7b6ed3b21879308c9d03c8a00b3a
26.4,1,TRUE,3,9,44998e88b47b486ddfb9e2d5996c91a7ff60
11.6,1,TRUE,20,5,ff5e3500cfb57b428ca0
26.4,1,TRUE,20,5,ab8f23d64b53df10de36
11.6,1,TRUE,30,2,eb8a1538
26.4,1,TRUE,30,2,e012f852
93167.9,7,FALSE,1,10,c1be05c190c7f931972a131e4b5cbad46f6337ae
11.7,7,FALSE,2,5,a8a71a5b83ca1a1ab334
11.7,7,FALSE,6,25,b7f1ce07e2f991dd1ae49dee697d46cbf3264d05b9ef0b8ace239763694a71c03a896784182c6f1119bd19d6e80ee45a261f
11.7,7,FALSE,30,2,22883698
11.7,7,TRUE,3,32,4de6e0aab8ab8f049ca5c3312aa3c4ed4ee5eb11865137eb0f9f303ec8624f8f5b639311ba434a1e4b52c8738e61ba526de9ef472f54d458817a2c5f14ed4ca5
11.7,7,TRUE,20,31,f071db47873471b961b1fff3c2dee052ac595f78ce03174e89ce123f22f0aa6b7c3b911ec01fe454f45f9a8c9ae9bb2cfb3a5e4234c64bb271c782248685
11.7,7,TRUE,30,2,1946e85e
11.7,4,FALSE,16,9,02e61a881d33d77cd9dc1b53a1423b503ace
11.6,4,FALSE,30,2,6492ac4f
11.6,4,TRUE,19,16,caf4afba0ce640cdc30f73a6d209683a2f0655437bffee189ae5f6ea0e8e81ac
11.6,4,TRUE,20,31,4c7d4bf2487c26c56e06fe14925ab397ab7bcfc489136b70ece3fce7e330d547cfac459344776fa17039af406842b4f2c4fb63eb605186bd7e1e869097ee
11.6,4,TRUE,26,31,4c6bc84c98413da3c20c54a41923f697af80ea51e5f30dcfd5bf57ae514274eaf57c4fc76706521305bebd5b6686d2ee9e3e197818ff3d41ba85bbb7101b
11.6,4,TRUE,30,2,15525362
11.7,1,FALSE,1,10,20577bab7e82b614c54c402a824296acc92f7289
26.4,1,FALSE,1,10,cef82210efb994efe40908de6d4e4acbfae95a50
11.7,1,FALSE,2,5,b01597e06202fd1cda0b
26.4,1,FALSE,2,5,e5216df893bef4db95df
11.6,1,FALSE,6,16,14e27bd0d143448de0e90b9d4a7eafccb91ade9680a12f6aed7a9857c740ae4c
26.4,1,FALSE,6,16,2fdd5f396088acd2a374c6a25e314b6b68a7fab46be6097db26ac00acb00eb6c
11.6,1,FALSE,30,2,02091f06
26.3,1,FALSE,30,2,e0d1390a
11.7,1,TRUE,2,5,c1c4794080259383332d
26.4,1,TRUE,2,5,5b276ec3069d3ba32976
11.6,1,TRUE,3,9,f3cbbc8ec5697990dd73d4964d921b14e8c5
26.4,1,TRUE,3,9,dfd2298e823d6b603cf1f8c3f53879e409b6
11.7,1,TRUE,20,5,0831c5974af028921714
26.4,1,TRUE,20,5,b4576f381e67a2c5ad62
11.6,1,TRUE,30,2,298f44ab
26.4,1,TRUE,30,2,67ed8980
93115.5,7,FALSE,1,10,da37c1f0248696209ac9669953ce6de273007480
11.6,7,FALSE,2,5,573818f59068764c83ec
11.7,7,FALSE,6,25,c3c82d69423bbb487b5a4791fb97a3bc64afc275398a7f9d6705126b1eccf6c3608e0c38fe1549f6a1a93e50d07046097414
11.6,7,FALSE,30,2,f1a428b9
11.6,7,TRUE,3,32,dc4da71d58e93686140d7154c67370206ac42a49113cd8e18e768d6dbde092ee993516024bde69f39e7c0d485e6ee6ba219b6733c24d343f1a8ba53120e792e3
11.7,7,TRUE,20,31,1636efcfd13f258d9beeef66b2f27725b34d3698069f321bd8b67aabf374f532e46cc3eef5ca212343a617b768f2a8f3050b33486bf2773db724b8277a40
11.7,7,TRUE,30,2,2c1a997f
11.7,4,FALSE,16,9,05227daba6bf50023e73c4d072773d61c6f1
11.7,4,FALSE,30,2,f593d6c6
11.6,4,TRUE,19,16,fe512974d694725ad6737f7b823a6fe771c98e9be7514d22736fc1a0c9a84b9a
11.6,4,TRUE,20,31,76bd504ca943b80250bc3d1029735922b2db1fa503f0240278b094071be701c64cb8cd9e7af76537dc926d491f3047bec7fd6a986f085104bcc8e32a2327
11.6,4,TRUE,26,31,df9b2231f5e67504ede80e158799532658f0ea17d9fa9ba5800cf4ae7aeb7e6c837fb7a05c94bbcf6a88ba958af6611d63da591fd52f3908733de593546c
11.6,4,TRUE,30,2,dfd941ec
11.6,1,FALSE,1,10,67492d3125b9affc585f498644c3e211ec39d34b
26.4,1,FALSE,1,10,0f458652e639e8d003fbd1e0f355b566b824527c
11.6,1,FALSE,2,5,c68cdf1bd531b1e11fc6
26.4,1,FALSE,2,5,12cd2461f077883f6e95
11.6,1,FALSE,6,16,a3de17284fff86a565e2a3e3cf22e7a6414cef4bc0403a96418a6b6665015361
26.4,1,FALSE,6,16,85d6c48cc59c4be6866171a258239f1ce5987612c057f67831f4854b13dd8468
11.7,1,FALSE,30,2,b498bcda
26.4,1,FALSE,30,2,e6e664ef
11.7,1,TRUE,2,5,96dbd855c77c3b5e6160
26.4,1,TRUE,2,5,c55c8b4685dd08aa3e10
11.7,1,TRUE,3,9,14c1e927656f3af0f15ac28b4c655de82227
26.4,1,TRUE,3,9,f4a36bae252752a679b6e29bf52341647e1c
11.6,1,TRUE,20,5,a52edcd7b5e8bf62cd28
26.4,1,TRUE,20,5,179bbd0e53afe80d2bc8
11.6,1,TRUE,30,2,0da7a986
26.4,1,TRUE,30,2,fd484d2b
93133.4,7,FALSE,1,10,adacc9f7cd514ba624ac5783870c2f47174e0909
11.7,7,FALSE,2,5,e9a19ac1bd15dc12e814
11.7,7,FALSE,6,25,7551927861048121249b3b685250979ad64482958e0361c4d9d954ac37a02e878809f685d390e0546b480b48cccf7303aeaf
11.7,7,FALSE,30,2,134339dc
11.7,7,TRUE,3,32,ec283fdc93b4892426e9d595199e48d475546cd2d6b887312d48ab9ef1583c772db9934c8799691bc4bec79c9e81658a45451ca371ed071d92f6f156936799bb
11.7,7,TRUE,20,31,150d2d1c1d4069835a6e38dcc01c0f4b6a76d56f938e8bf75b962fd4a5b0be77d968023e28ae338b5560892a5a3256b47b394eab82dcb1c6f3e49af7cd10
11.7,7,TRUE,30,2,cc8c0ee5
11.7,4,FALSE,16,9,8fd7e233c703681b603e0f8273aea8680083
11.7,4,FALSE,30,2,0a05c323
11.7,4,TRUE,19,16,6a1d0f892ca695be06cbed54ee412b2bad95fcad7d859270dfd68f364c8c409b
11.7,4,TRUE,20,31,536e8d78a1ad78a43d36b9c5a2e73738c0262993d84b6763dd4df5e75e03a3183d33a11f10da288443234fff4ade72b367a0cc6995e98593180d3fe1a1ea
11.7,4,TRUE,26,31,a5e93dac3d599a7b79c22774c20031c17de02453c554f57a0a527477057e3a0d7462ae616612ce7b3ba10287c504bc3cfdee08c7c2c3e1589b1ac2dab699
11.7,4,TRUE,30,2,6c60774a
11.7,1,FALSE,1,10,b73c8f87fc9cca3ec32f5e5ca3c8098efd9dd1e0
26.4,1,FALSE,1,10,f7b1b8c9ec1471bd30f9065ff9345dbcbe5754f2
11.7,1,FALSE,2,5,6fd521b8f8dce731bbc2
26.4,1,FALSE,2,5,98354a659faba76a9df6
11.6,1,FALSE,6,16,d83e950915a0777f9b8c7e082d938d2f1a5cb79ba5fb6c9fd2756451c2ccc5aa
26.4,1,FALSE,6,16,f6f8617ff9cb47782922ad6103eff2bd732f09fea3f85da1d3289f3ee0865b55
11.6,1,FALSE,30,2,447b152e
26.4,1,FALSE,30,2,dc0421c9
11.7,1,TRUE,2,5,7b508ae0d474fdcbd0c5
26.4,1,TRUE,2,5,857282ae14f1492fd025
11.6,1,TRUE,3,9,139ab36b5ba426c7a064f8c494be48395464
26.4,1,TRUE,3,9,bd50079e57641b35ccbe66d60a73f18ebde8
11.6,1,TRUE,20,5,830509a889f25952f18f
26.4,1,TRUE,20,5,bdc2ad2d38448e494fb0
11.6,1,TRUE,30,2,b44c394c
